200	Revisionist
2634	Rezensent
1401	Rezipient
12874	Riese
3304	Rivale
124	Romanist
9780	Rüde
1568	Rumäne
14679	Russe
3087	Sachse
493	Sadist
10452	Same
86	Sarde
9046	Satellit
3386	Schamane
1398	Schenk
1419	Scherge
62	Schiit
1248	Schimpanse
667	Schöffe
535	Schotte
344	Schultheiß
4078	Schurke
3164	Schwabe
6132	Schwede
141	Seismograph
202	Semit
112	Senegalese
515	Separatist
3275	Serbe
9863	Sklave
491	Slawe
612	Slowake
592	Slowene
21	Solipsist
1970	Solist
272	Sophist
282	Sorbe
3246	Sozialist
2897	Soziologe
1846	Spekulant
14820	Spezialist
1298	Statist
889	Stipendiat
1461	Stratege
41439	Student
405	Stylist
119	Sudanese
818	Sunnit
1393	Sympathisant
53	Szenarist
327	Technokrat
103	Telefonist
727	Telegraph
11608	Terrorist
6175	Theologe
10520	Therapeut
41	Tomograph
15160	Tourist
391	Transvestit
12	Trilith
403	Trotzkist
2183	Tscheche
51	Tscherkesse
14290	Türke
2221	Tyrann
655	Untertan
1698	Urologe
1040	Vasall
2958	Veteran
365	Virtuose
1160	Waise
56	Welsche
640	Westfale
59433	Wille
2204	Zar
277	Zentaur
44259	Zeuge
1155	Zionist
6075	Zivilist
865	Zoologe
321	Zyklop
315	Aeronaut
34300	Bauer
32254	Bayer
139	Centaur
2012	Doktorand
147	Infant
764	Infanterist
6627	Resident
1123	Steinmetz
5133	Titan
230	Zeolith
