    935	Portugiese
    136	Posaunist
    101	Potentat
    195	Präfekt
   2346	Praktikant
    322	Prälat
  26112	Präsident
   7951	Prinz
    140	Proband
   9762	Produzent
    210	Prokurist
    267	Prolet
    138	Propagandist
  15425	Prophet
     28	Proselyt
   5873	Protagonist
    973	Protestant
     36	Protokollant
    458	Psychopath
    642	Publizist
    335	Purist
    101	Pyromane
    444	Quadrant
    233	Querulant
    189	Quotient
   2557	Rabe
    192	Radiologe
    878	Rassist
    737	Realist
   2559	Rebell
   4709	Referent
    593	Regent
    539	Rekrut
     71	Renegat
    499	Reservist
     36	Revisionist
   1192	Rezensent
    388	Rezipient
   7662	Riese
   1275	Rivale
     78	Romanist
   3336	Rüde
    436	Rumäne
   7115	Russe
   1468	Sachse
    188	Sadist
   4407	Same
     29	Sarde
   3124	Satellit
   1823	Schamane
    589	Schenk
   1593	Scherge
     23	Schiit
    571	Schimpanse
    218	Schöffe
    327	Schotte
    194	Schultheiß
   1368	Schurke
   3553	Schwabe
   3740	Schwede
     73	Seismograph
     68	Semit
     60	Senegalese
    159	Separatist
    854	Serbe
   3997	Sklave
    178	Slawe
    255	Slowake
    200	Slowene
     43	Solipsist
   1638	Solist
     63	Sophist
    148	Sorbe
    947	Sozialist
    914	Soziologe
    800	Spekulant
   8788	Spezialist
    596	Statist
    663	Stipendiat
    591	Stratege
  21472	Student
    198	Stylist
     59	Sudanese
    575	Sunnit
    552	Sympathisant
     31	Szenarist
    111	Technokrat
     47	Telefonist
    291	Telegraph
   4970	Terrorist
   2764	Theologe
   3714	Therapeut
     16	Tomograph
   7535	Tourist
    122	Transvestit
      2	Trilith
     49	Trotzkist
    894	Tscheche
     10	Tscherkesse
   5054	Türke
    695	Tyrann
    206	Untertan
    339	Urologe
    414	Vasall
   1237	Veteran
    262	Virtuose
    610	Waise
     24	Welsche
    283	Westfale
  23413	Wille
    565	Zar
    372	Zentaur
  10352	Zeuge
    374	Zionist
   2648	Zivilist
    866	Zoologe
    148	Zyklop
     54	Aeronaut
  15973	Bauer
  19933	Bayer
     71	Centaur
   1154	Doktorand
     43	Infant
    269	Infanterist
   5521	Resident
    508	Steinmetz
   1903	Titan
    265	Zeolith
