Stem,Strong,Dub,Sem,Accent,Class,Loan,Rhyme,Coda,Syll,Monosyll,Case,CountStr,CountWk,PropStr
Eunuch,0,0,Hum,Ult,Null,1,Vf,F,2,0,Dat,0,42,0
Eunuch,0,0,Hum,Ult,Null,1,Vf,F,2,0,Gen,1,31,0.0313
Evangelist,0,0,Hum,Ult,Ist,1,Vft,Ft,4,0,Acc,1,68,0.0145
Evangelist,0,0,Hum,Ult,Ist,1,Vft,Ft,4,0,Dat,0,47,0
Evangelist,0,0,Hum,Ult,Ist,1,Vft,Ft,4,0,Gen,0,74,0
Exeget,0,0,Hum,Ult,Et,1,Vt,T,3,0,Acc,0,4,0
Exeget,0,0,Hum,Ult,Et,1,Vt,T,3,0,Dat,0,7,0
Exeget,0,0,Hum,Ult,Et,1,Vt,T,3,0,Gen,0,10,0
Exorzist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Acc,3,161,0.0183
Exorzist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Dat,1,57,0.0172
Exorzist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Gen,0,30,0
Exot,0,0,Hum,Ult,Ot,1,Vt,T,2,0,Acc,15,353,0.0408
Exot,0,0,Hum,Ult,Ot,1,Vt,T,2,0,Dat,12,108,0.1
Exot,0,0,Hum,Ult,Ot,1,Vt,T,2,0,Gen,0,42,0
Experte,0,0,Hum,Pen,Null,1,E,X,3,0,Acc,8,4238,0.0019
Experte,0,0,Hum,Pen,Null,1,E,X,3,0,Dat,6,3152,0.0019
Experte,0,0,Hum,Pen,Null,1,E,X,3,0,Gen,7,1888,0.0037
Exponent,0,0,Ina,Ult,Ent,1,Vnt,Nt,3,0,Acc,2,94,0.0208
Exponent,0,0,Ina,Ult,Ent,1,Vnt,Nt,3,0,Dat,6,96,0.0588
Exponent,0,0,Ina,Ult,Ent,1,Vnt,Nt,3,0,Gen,0,18,0
Extremist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Acc,1,84,0.0118
Extremist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Dat,0,67,0
Extremist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Gen,0,28,0
Fabrikant,0,0,Hum,Ult,Ant,1,Vnt,Nt,3,0,Acc,1,66,0.0149
Fabrikant,0,0,Hum,Ult,Ant,1,Vnt,Nt,3,0,Dat,4,83,46
Fabrikant,0,0,Hum,Ult,Ant,1,Vnt,Nt,3,0,Gen,1,176,0.0056
Falke,0,0,Ani,Ini,Null,0,E,X,2,0,Acc,6,447,0.0132
Falke,0,0,Ani,Ini,Null,0,E,X,2,0,Dat,1,184,0.0054
Falke,0,0,Ani,Ini,Null,0,E,X,2,0,Gen,12,270,0.0426
Faschist,0,0,Hum,Ult,Ist,1,Vft,Ft,2,0,Acc,4,115,0.0336
Faschist,0,0,Hum,Ult,Ist,1,Vft,Ft,2,0,Dat,0,75,0
Faschist,0,0,Hum,Ult,Ist,1,Vft,Ft,2,0,Gen,0,57,0
Favorit,0,0,Hum,Ult,It,1,Vt,T,3,0,Acc,77,2155,0.0345
Favorit,0,0,Hum,Ult,It,1,Vt,T,3,0,Dat,10,214,0.0446
Favorit,0,0,Hum,Ult,It,1,Vt,T,3,0,Gen,5,98,0.0485
Feuilletonist,0,0,Hum,Ult,Ist,1,Vft,Ft,4,0,Acc,0,7,0
Feuilletonist,0,0,Hum,Ult,Ist,1,Vft,Ft,4,0,Dat,0,10,0
Feuilletonist,0,0,Hum,Ult,Ist,1,Vft,Ft,4,0,Gen,0,14,0
Filialist,0,0,Hum,Ult,Ist,1,Vft,Ft,4,0,Acc,0,14,0
Filialist,0,0,Hum,Ult,Ist,1,Vft,Ft,4,0,Dat,1,21,0.0455
Filialist,0,0,Hum,Ult,Ist,1,Vft,Ft,4,0,Gen,0,21,0
Finalist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Acc,4,69,0.0548
Finalist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Dat,2,19,0.0952
Finalist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Gen,0,6,0
Fink,0,0,Ani,Ini,Null,0,Vnt,Nt,1,1,Acc,13,17,0.4333
Fink,0,0,Ani,Ini,Null,0,Vnt,Nt,1,1,Dat,6,10,375
Fink,0,0,Ani,Ini,Null,0,Vnt,Nt,1,1,Gen,0,5,0
Finne,0,0,Hum,Ini,Null,2,E,X,2,0,Acc,2,103,19
Finne,0,0,Hum,Ini,Null,2,E,X,2,0,Dat,0,101,0
Finne,0,0,Hum,Ini,Null,2,E,X,2,0,Gen,0,21,0
Florist,0,0,Hum,Ult,Ist,1,Vft,Ft,2,0,Acc,0,64,0
Florist,0,0,Hum,Ult,Ist,1,Vft,Ft,2,0,Dat,2,69,0.0282
Florist,0,0,Hum,Ult,Ist,1,Vft,Ft,2,0,Gen,0,10,0
Flötist,0,0,Hum,Ult,Ist,1,Vft,Ft,2,0,Acc,0,20,0
Flötist,0,0,Hum,Ult,Ist,1,Vft,Ft,2,0,Dat,0,20,0
Flötist,0,0,Hum,Ult,Ist,1,Vft,Ft,2,0,Gen,0,13,0
Fotograf,0,0,Hum,Ult,Graf,1,Vf,F,3,0,Acc,98,1901,49
Fotograf,0,0,Hum,Ult,Graf,1,Vf,F,3,0,Dat,79,1800,42
Fotograf,0,0,Hum,Ult,Graf,1,Vf,F,3,0,Gen,10,909,0.0109
Franke,0,0,Hum,Ini,Null,2,E,X,2,0,Acc,3,287,0.0103
Franke,0,0,Hum,Ini,Null,2,E,X,2,0,Dat,5,140,0.0345
Franke,0,0,Hum,Ini,Null,2,E,X,2,0,Gen,5,38,0.1163
Franzose,0,0,Hum,Pen,Null,2,E,X,3,0,Acc,3,1038,0.0029
Franzose,0,0,Hum,Pen,Null,2,E,X,3,0,Dat,8,1041,0.0076
Franzose,0,0,Hum,Pen,Null,2,E,X,3,0,Gen,1,392,0.0025
Friede,0,0,Ina,Ini,Null,0,E,X,2,0,Acc,4,5360,0.0007
Friede,0,0,Ina,Ini,Null,0,E,X,2,0,Dat,5,1644,3
Friede,0,0,Ina,Ini,Null,0,E,X,2,0,Gen,1040,10,0.9905
Friese,0,0,Hum,Ini,Null,2,E,X,2,0,Acc,3,251,0.0118
Friese,0,0,Hum,Ini,Null,2,E,X,2,0,Dat,4,124,0.0313
Friese,0,0,Hum,Ini,Null,2,E,X,2,0,Gen,28,25,0.5283
Fundamentalist,0,0,Hum,Ult,Ist,1,Vft,Ft,5,0,Acc,1,100,0.0099
Fundamentalist,0,0,Hum,Ult,Ist,1,Vft,Ft,5,0,Dat,0,109,0
Fundamentalist,0,0,Hum,Ult,Ist,1,Vft,Ft,5,0,Gen,0,53,0
Fürst,0,0,Hum,Ini,Null,0,Vft,Ft,1,1,Acc,30,608,47
Fürst,0,0,Hum,Ini,Null,0,Vft,Ft,1,1,Dat,33,610,0.0513
Fürst,0,0,Hum,Ini,Null,0,Vft,Ft,1,1,Gen,5,1047,0.0048
Galerist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Acc,1,74,0.0133
Galerist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Dat,0,65,0
Galerist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Gen,0,44,0
Ganove,0,0,Hum,Pen,Null,0,E,X,3,0,Acc,0,110,0
Ganove,0,0,Hum,Pen,Null,0,E,X,3,0,Dat,0,74,0
Ganove,0,0,Hum,Pen,Null,0,E,X,3,0,Gen,3,43,0.0652
Garant,0,0,Hum,Ult,Ant,1,Vnt,Nt,2,0,Acc,84,124,0.4038
Garant,0,0,Hum,Ult,Ant,1,Vnt,Nt,2,0,Dat,32,75,0.2991
Garant,0,0,Hum,Ult,Ant,1,Vnt,Nt,2,0,Gen,2,25,0.0741
Gardist,0,0,Hum,Ult,Ist,1,Vft,Ft,2,0,Acc,2,111,0.0177
Gardist,0,0,Hum,Ult,Ist,1,Vft,Ft,2,0,Dat,2,53,0.0364
Gardist,0,0,Hum,Ult,Ist,1,Vft,Ft,2,0,Gen,0,41,0
Gatte,0,0,Hum,Ini,Null,0,E,X,2,0,Acc,3,249,0.0119
Gatte,0,0,Hum,Ini,Null,0,E,X,2,0,Dat,0,60,0
Gatte,0,0,Hum,Ini,Null,0,E,X,2,0,Gen,1,61,0.0161
Geck,0,0,Hum,Ini,Null,0,Vt,T,1,1,Acc,23,21,0.5227
Geck,0,0,Hum,Ini,Null,0,Vt,T,1,1,Dat,2,7,0.2222
Geck,0,0,Hum,Ini,Null,0,Vt,T,1,1,Gen,1,5,0.1667
Gedanke,0,0,Ina,Pen,Null,0,E,X,3,0,Acc,56,14898,0.0037
Gedanke,0,0,Ina,Pen,Null,0,E,X,3,0,Dat,15,2725,0.0055
Gedanke,0,0,Ina,Pen,Null,0,E,X,3,0,Gen,1176,198,0.8559
Gehilfe,0,0,Hum,Pen,Null,0,E,X,3,0,Acc,1,332,3
Gehilfe,0,0,Hum,Pen,Null,0,E,X,3,0,Dat,0,171,0
Gehilfe,0,0,Hum,Pen,Null,0,E,X,3,0,Gen,0,69,0
Gendarm,0,0,Hum,Ult,Null,1,Vln,Ln,2,0,Acc,10,49,0.1695
Gendarm,0,0,Hum,Ult,Null,1,Vln,Ln,2,0,Dat,18,53,0.2535
Gendarm,0,0,Hum,Ult,Null,1,Vln,Ln,2,0,Gen,5,36,122
Generalist,0,0,Hum,Ult,Ist,1,Vft,Ft,4,0,Acc,2,39,0.0488
Generalist,0,0,Hum,Ult,Ist,1,Vft,Ft,4,0,Dat,1,22,0.0435
Generalist,0,0,Hum,Ult,Ist,1,Vft,Ft,4,0,Gen,0,25,0
Genosse,0,0,Hum,Pen,Null,0,E,X,3,0,Acc,0,325,0
Genosse,0,0,Hum,Pen,Null,0,E,X,3,0,Dat,1,255,0.0039
Genosse,0,0,Hum,Pen,Null,0,E,X,3,0,Gen,0,198,0
Geograph,0,0,Hum,Ult,Graf,1,Vf,F,2,0,Acc,4,22,0.1538
Geograph,0,0,Hum,Ult,Graf,1,Vf,F,2,0,Dat,3,26,0.1034
Geograph,0,0,Hum,Ult,Graf,1,Vf,F,2,0,Gen,0,27,0
Geologe,0,0,Hum,Pen,Oge,1,E,X,3,0,Acc,0,129,0
Geologe,0,0,Hum,Pen,Oge,1,E,X,3,0,Dat,0,106,0
Geologe,0,0,Hum,Pen,Oge,1,E,X,3,0,Gen,0,71,0
Gepard,0,0,Ani,Ult,Null,0,Vld,Ld,2,0,Acc,44,116,275
Gepard,0,0,Ani,Ult,Null,0,Vld,Ld,2,0,Dat,38,41,481
Gepard,0,0,Ani,Ult,Null,0,Vld,Ld,2,0,Gen,11,72,0.1325
Germane,0,0,Hum,Pen,Null,2,E,X,3,0,Acc,0,59,0
Germane,0,0,Hum,Pen,Null,2,E,X,3,0,Dat,0,51,0
Germane,0,0,Hum,Pen,Null,2,E,X,3,0,Gen,0,44,0
Germanist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Acc,0,56,0
Germanist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Dat,0,59,0
Germanist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Gen,0,70,0
Gigant,0,0,Hum,Ult,Ant,1,Vnt,Nt,2,0,Acc,8,172,0.0444
Gigant,0,0,Hum,Ult,Ant,1,Vnt,Nt,2,0,Dat,7,122,0.0543
Gigant,0,0,Hum,Ult,Ant,1,Vnt,Nt,2,0,Gen,0,94,0
Gitarrist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Acc,22,1206,0.0179
Gitarrist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Dat,6,629,0.0094
Gitarrist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Gen,0,204,0
Glaube,0,0,Ina,Ini,Null,0,E,X,2,0,Acc,238,6802,0.0338
Glaube,0,0,Ina,Ini,Null,0,E,X,2,0,Dat,76,3220,0.0231
Glaube,0,0,Ina,Ini,Null,0,E,X,2,0,Gen,1457,64,0.9579
Götze,0,0,Ani,Ini,Null,0,E,X,2,0,Acc,35,325,0.0972
Götze,0,0,Ani,Ini,Null,0,E,X,2,0,Dat,21,179,105
Götze,0,0,Ani,Ini,Null,0,E,X,2,0,Gen,1,74,0.0133
Graf,0,0,Hum,Ini,Null,0,Vf,F,1,1,Acc,48,511,0.0859
Graf,0,0,Hum,Ini,Null,0,Vf,F,1,1,Dat,38,444,0.0788
Graf,0,0,Hum,Ini,Null,0,Vf,F,1,1,Gen,3,545,0.0055
Graph,0,0,Ina,Ini,Graf,0,Vf,F,1,1,Acc,78,404,0.1618
Graph,0,0,Ina,Ini,Graf,0,Vf,F,1,1,Dat,60,278,0.1775
Graph,0,0,Ina,Ini,Graf,0,Vf,F,1,1,Gen,9,288,0.0303
Gratulant,0,0,Hum,Ult,Ant,1,Vnt,Nt,3,0,Acc,0,6,0
Gratulant,0,0,Hum,Ult,Ant,1,Vnt,Nt,3,0,Dat,0,6,0
Gratulant,0,0,Hum,Ult,Ant,1,Vnt,Nt,3,0,Gen,0,6,0
Grieche,0,0,Hum,Ini,Null,2,E,X,2,0,Acc,0,477,0
Grieche,0,0,Hum,Ini,Null,2,E,X,2,0,Dat,0,462,0
Grieche,0,0,Hum,Ini,Null,2,E,X,2,0,Gen,3,149,0.0197
Grossist,0,0,Hum,Ult,Ist,1,Vft,Ft,2,0,Acc,0,11,0
Grossist,0,0,Hum,Ult,Ist,1,Vft,Ft,2,0,Dat,0,14,0
Grossist,0,0,Hum,Ult,Ist,1,Vft,Ft,2,0,Gen,0,6,0
Gymnasiast,0,0,Hum,Ult,Ast,1,Vft,Ft,4,0,Acc,2,97,0.0202
Gymnasiast,0,0,Hum,Ult,Ast,1,Vft,Ft,4,0,Dat,5,82,0.0575
Gymnasiast,0,0,Hum,Ult,Ast,1,Vft,Ft,4,0,Gen,0,117,0
Gynäkologe,0,0,Hum,Pen,Oge,1,E,X,5,0,Acc,3,235,0.0126
Gynäkologe,0,0,Hum,Pen,Oge,1,E,X,5,0,Dat,1,237,0.0042
Gynäkologe,0,0,Hum,Pen,Oge,1,E,X,5,0,Gen,0,95,0
Hanseat,0,0,Hum,Ult,At,1,Vt,T,3,0,Acc,0,16,0
Hanseat,0,0,Hum,Ult,At,1,Vt,T,3,0,Dat,0,6,0
Hanseat,0,0,Hum,Ult,At,1,Vt,T,3,0,Gen,1,13,0.0714
Hase,0,0,Ani,Ini,Null,0,E,X,2,0,Acc,32,3003,0.0105
Hase,0,0,Ani,Ini,Null,0,E,X,2,0,Dat,12,1162,0.0102
Hase,0,0,Ani,Ini,Null,0,E,X,2,0,Gen,46,428,97
Havarist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Acc,0,12,0
Havarist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Dat,0,14,0
Havarist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Gen,0,13,0
Heide,0,0,Hum,Ini,Null,0,E,X,2,0,Acc,7,1158,6
Heide,0,0,Hum,Ini,Null,0,E,X,2,0,Dat,3,134,0.0219
Heide,0,0,Hum,Ini,Null,0,E,X,2,0,Gen,1,97,0.0102
Held,0,0,Hum,Ini,Null,0,Vld,Ld,1,1,Acc,373,9166,0.0391
Held,0,0,Hum,Ini,Null,0,Vld,Ld,1,1,Dat,169,1967,0.0791
Held,0,0,Hum,Ini,Null,0,Vld,Ld,1,1,Gen,25,1773,0.0139
Hermaphrodit,0,0,Hum,Ult,It,1,Vt,T,4,0,Acc,2,15,0.1176
Hermaphrodit,0,0,Hum,Ult,It,1,Vt,T,4,0,Dat,1,18,0.0526
Hermaphrodit,0,0,Hum,Ult,It,1,Vt,T,4,0,Gen,0,14,0
Herr,0,0,Hum,Ini,Null,0,Vl,L,1,1,Acc,213,1157,0.1555
Herr,0,0,Hum,Ini,Null,0,Vl,L,1,1,Dat,277,1157,0.1932
Herr,0,0,Hum,Ini,Null,0,Vl,L,1,1,Gen,16,641,0.0244
Hesse,0,0,Hum,Ini,Null,2,E,X,2,0,Acc,6,54,0.1
Hesse,0,0,Hum,Ini,Null,2,E,X,2,0,Dat,4,43,0.0851
Hesse,0,0,Hum,Ini,Null,2,E,X,2,0,Gen,1,13,0.0714
Hirte,0,0,Hum,Ini,Null,0,E,X,2,0,Acc,1,1428,0.0007
Hirte,0,0,Hum,Ini,Null,0,E,X,2,0,Dat,2,1018,2
Hirte,0,0,Hum,Ini,Null,0,E,X,2,0,Gen,2,616,0.0032
Humanist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Acc,0,68,0
Humanist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Dat,1,34,0.0286
Humanist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Gen,0,69,0
Humorist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Acc,0,20,0
Humorist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Dat,0,19,0
Humorist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Gen,0,34,0
Hüne,0,0,Hum,Ini,Null,0,E,X,2,0,Acc,0,54,0
Hüne,0,0,Hum,Ini,Null,0,E,X,2,0,Dat,0,54,0
Hüne,0,0,Hum,Ini,Null,0,E,X,2,0,Gen,0,17,0
Husar,0,0,Hum,Ult,Null,1,Vl,L,2,0,Acc,3,36,0.0769
Husar,0,0,Hum,Ult,Null,1,Vl,L,2,0,Dat,1,18,0.0526
Husar,0,0,Hum,Ult,Null,1,Vl,L,2,0,Gen,1,15,0.0625
Hydrant,0,0,Ina,Ult,Ant,1,Vnt,Nt,2,0,Acc,11,193,0.0539
Hydrant,0,0,Ina,Ult,Ant,1,Vnt,Nt,2,0,Dat,18,253,0.0664
Hydrant,0,0,Ina,Ult,Ant,1,Vnt,Nt,2,0,Gen,0,35,0
Idealist,0,0,Hum,Ult,Ist,1,Vft,Ft,4,0,Acc,0,125,0
Idealist,0,0,Hum,Ult,Ist,1,Vft,Ft,4,0,Dat,5,49,0.0926
Idealist,0,0,Hum,Ult,Ist,1,Vft,Ft,4,0,Gen,0,101,0
Ideologe,0,0,Hum,Pen,Oge,1,E,X,5,0,Acc,0,30,0
Ideologe,0,0,Hum,Pen,Oge,1,E,X,5,0,Dat,0,32,0
Ideologe,0,0,Hum,Pen,Oge,1,E,X,5,0,Gen,0,21,0
Idiot,0,0,Hum,Ult,Ot,1,Vt,T,3,0,Acc,42,1327,0.0307
Idiot,0,0,Hum,Ult,Ot,1,Vt,T,3,0,Dat,16,679,23
Idiot,0,0,Hum,Ult,Ot,1,Vt,T,3,0,Gen,1,115,0.0086
Ignorant,0,0,Hum,Ult,Ant,1,Vnt,Nt,3,0,Acc,1,119,0.0083
Ignorant,0,0,Hum,Ult,Ant,1,Vnt,Nt,3,0,Dat,0,99,0
Ignorant,0,0,Hum,Ult,Ant,1,Vnt,Nt,3,0,Gen,0,30,0
Illuminat,0,0,Hum,Ult,At,1,Vt,T,4,0,Acc,8,14,0.3636
Illuminat,0,0,Hum,Ult,At,1,Vt,T,4,0,Dat,6,11,0.3529
Illuminat,0,0,Hum,Ult,At,1,Vt,T,4,0,Gen,0,12,0
Immigrant,0,0,Hum,Ult,Ant,1,Vnt,Nt,3,0,Acc,2,47,0.0408
Immigrant,0,0,Hum,Ult,Ant,1,Vnt,Nt,3,0,Dat,5,48,0.0943
Immigrant,0,0,Hum,Ult,Ant,1,Vnt,Nt,3,0,Gen,1,67,0.0147
Imperialist,0,0,Hum,Ult,Ist,1,Vft,Ft,4,0,Acc,0,10,0
Imperialist,0,0,Hum,Ult,Ist,1,Vft,Ft,4,0,Dat,1,3,0.25
Imperialist,0,0,Hum,Ult,Ist,1,Vft,Ft,4,0,Gen,0,9,0
Individualist,0,0,Hum,Ult,Ist,1,Vft,Ft,6,0,Acc,3,51,0.0556
Individualist,0,0,Hum,Ult,Ist,1,Vft,Ft,6,0,Dat,2,27,69
Individualist,0,0,Hum,Ult,Ist,1,Vft,Ft,6,0,Gen,0,27,0
Informant,0,0,Hum,Ult,Ant,1,Vnt,Nt,3,0,Acc,3,465,0.0064
Informant,0,0,Hum,Ult,Ant,1,Vnt,Nt,3,0,Dat,14,398,34
Informant,0,0,Hum,Ult,Ant,1,Vnt,Nt,3,0,Gen,0,215,0
Insasse,0,0,Hum,Ini,Null,0,E,X,3,0,Acc,1,117,0.0085
Insasse,0,0,Hum,Ini,Null,0,E,X,3,0,Dat,0,139,0
Insasse,0,0,Hum,Ini,Null,0,E,X,3,0,Gen,1,83,0.0119
Inserent,0,0,Hum,Ult,Ent,1,Vnt,Nt,3,0,Acc,0,14,0
Inserent,0,0,Hum,Ult,Ent,1,Vnt,Nt,3,0,Dat,0,18,0
Inserent,0,0,Hum,Ult,Ent,1,Vnt,Nt,3,0,Gen,0,14,0
Instrumentalist,0,0,Hum,Ult,Ist,1,Vft,Ft,5,0,Acc,0,20,0
Instrumentalist,0,0,Hum,Ult,Ist,1,Vft,Ft,5,0,Dat,0,17,0
Instrumentalist,0,0,Hum,Ult,Ist,1,Vft,Ft,5,0,Gen,0,23,0
Intendant,0,0,Hum,Ult,Ant,1,Vnt,Nt,3,0,Acc,0,122,0
Intendant,0,0,Hum,Ult,Ant,1,Vnt,Nt,3,0,Dat,2,41,0.0465
Intendant,0,0,Hum,Ult,Ant,1,Vnt,Nt,3,0,Gen,0,55,0
Interessent,0,0,Hum,Ult,Ent,1,Vnt,Nt,4,0,Acc,10,1649,6
Interessent,0,0,Hum,Ult,Ent,1,Vnt,Nt,4,0,Dat,7,796,0.0087
Interessent,0,0,Hum,Ult,Ent,1,Vnt,Nt,4,0,Gen,0,310,0
Internist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Acc,6,275,0.0214
Internist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Dat,7,417,0.0165
Internist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Gen,0,90,0
Interpret,0,0,Hum,Ult,Et,1,Vt,T,3,0,Acc,8,383,0.0205
Interpret,0,0,Hum,Ult,Et,1,Vt,T,3,0,Dat,12,228,0.05
Interpret,0,0,Hum,Ult,Et,1,Vt,T,3,0,Gen,1,214,0.0047
Ire,0,0,Hum,Ini,Null,2,E,X,2,0,Acc,1,152,0.0065
Ire,0,0,Hum,Ini,Null,2,E,X,2,0,Dat,3,148,0.0199
Ire,0,0,Hum,Ini,Null,2,E,X,2,0,Gen,0,58,0
Israelit,0,0,Hum,Ult,It,1,Vt,T,4,0,Acc,1,48,0.0204
Israelit,0,0,Hum,Ult,It,1,Vt,T,4,0,Dat,0,52,0
Israelit,0,0,Hum,Ult,It,1,Vt,T,4,0,Gen,0,25,0
Jesuit,0,0,Hum,Ult,It,1,Vt,T,3,0,Acc,0,86,0
Jesuit,0,0,Hum,Ult,It,1,Vt,T,3,0,Dat,2,116,0.0169
Jesuit,0,0,Hum,Ult,It,1,Vt,T,3,0,Gen,0,48,0
Journalist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Acc,21,2007,0.0104
Journalist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Dat,48,2552,0.0185
Journalist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Gen,3,2273,0.0013
Jude,0,0,Hum,Ini,Null,0,E,X,2,0,Acc,6,1895,0.0032
Jude,0,0,Hum,Ini,Null,0,E,X,2,0,Dat,6,1571,0.0038
Jude,0,0,Hum,Ini,Null,0,E,X,2,0,Gen,13,1067,12
Junge,0,0,Hum,Ini,Null,0,E,X,2,0,Acc,194,36516,0.0053
Junge,0,0,Hum,Ini,Null,0,E,X,2,0,Dat,100,26611,0.0037
Junge,0,0,Hum,Ini,Null,0,E,X,2,0,Gen,165,15878,0.0103
Jurist,0,0,Hum,Ult,Ist,1,Vft,Ft,2,0,Acc,14,929,0.0148
Jurist,0,0,Hum,Ult,Ist,1,Vft,Ft,2,0,Dat,12,816,0.0145
Jurist,0,0,Hum,Ult,Ist,1,Vft,Ft,2,0,Gen,0,718,0
Kabarettist,0,0,Hum,Ult,Ist,1,Vft,Ft,4,0,Acc,1,1390,0.0007
Kabarettist,0,0,Hum,Ult,Ist,1,Vft,Ft,4,0,Dat,1,77,0.0128
Kabarettist,0,0,Hum,Ult,Ist,1,Vft,Ft,4,0,Gen,0,80,0
Kalif,0,0,Hum,Ult,Null,1,Vf,F,2,0,Acc,5,53,0.0862
Kalif,0,0,Hum,Ult,Null,1,Vf,F,2,0,Dat,0,44,0
Kalif,0,0,Hum,Ult,Null,1,Vf,F,2,0,Gen,0,56,0
Kalligraph,0,0,Hum,Ult,Graf,1,Vf,F,3,0,Acc,1,6,0.1429
Kalligraph,0,0,Hum,Ult,Graf,1,Vf,F,3,0,Dat,0,7,0
Kalligraph,0,0,Hum,Ult,Graf,1,Vf,F,3,0,Gen,0,13,0
Kamerad,0,0,Hum,Ult,Null,0,Vd,D,3,0,Acc,31,1948,0.0157
Kamerad,0,0,Hum,Ult,Null,0,Vd,D,3,0,Dat,27,1097,24
Kamerad,0,0,Hum,Ult,Null,0,Vd,D,3,0,Gen,4,597,0.0067
Kandidat,0,0,Hum,Ult,At,1,Vt,T,3,0,Acc,56,6093,0.0091
Kandidat,0,0,Hum,Ult,At,1,Vt,T,3,0,Dat,31,1477,0.0206
Kandidat,0,0,Hum,Ult,At,1,Vt,T,3,0,Gen,18,1053,0.0168
Kannibale,0,0,Hum,Pen,Null,1,E,X,4,0,Acc,0,47,0
Kannibale,0,0,Hum,Pen,Null,1,E,X,4,0,Dat,2,64,0.0303
Kannibale,0,0,Hum,Pen,Null,1,E,X,4,0,Gen,0,35,0
Kapitalist,0,0,Hum,Ult,Ist,1,Vft,Ft,4,0,Acc,1,163,0.0061
Kapitalist,0,0,Hum,Ult,Ist,1,Vft,Ft,4,0,Dat,3,128,0.0229
Kapitalist,0,0,Hum,Ult,Ist,1,Vft,Ft,4,0,Gen,0,119,0
Karikaturist,0,0,Hum,Ult,Ist,1,Vft,Ft,5,0,Acc,1,43,0.0227
Karikaturist,0,0,Hum,Ult,Ist,1,Vft,Ft,5,0,Dat,0,30,0
Karikaturist,0,0,Hum,Ult,Ist,1,Vft,Ft,5,0,Gen,0,33,0
Kartograph,0,0,Hum,Ult,Graf,1,Vf,F,3,0,Acc,2,17,0.1053
Kartograph,0,0,Hum,Ult,Graf,1,Vf,F,3,0,Dat,0,16,0
Kartograph,0,0,Hum,Ult,Graf,1,Vf,F,3,0,Gen,0,19,0
Kasache,0,0,Hum,Pen,Null,2,E,X,3,0,Acc,0,26,0
Kasache,0,0,Hum,Pen,Null,2,E,X,3,0,Dat,0,13,0
Kasache,0,0,Hum,Pen,Null,2,E,X,3,0,Gen,0,4,0
Katalane,0,0,Hum,Pen,Null,2,E,X,4,0,Acc,0,11,0
Katalane,0,0,Hum,Pen,Null,2,E,X,4,0,Dat,0,15,0
Katalane,0,0,Hum,Pen,Null,2,E,X,4,0,Gen,0,2,0
Katholik,0,0,Hum,Ult,Null,1,Vt,T,3,0,Acc,6,339,0.0174
Katholik,0,0,Hum,Ult,Null,1,Vt,T,3,0,Dat,5,225,0.0217
Katholik,0,0,Hum,Ult,Null,1,Vt,T,3,0,Gen,0,163,0
Kaukase,0,0,Hum,Pen,Null,2,E,X,3,0,Acc,0,26,0
Kaukase,0,0,Hum,Pen,Null,2,E,X,3,0,Dat,0,14,0
Kaukase,0,0,Hum,Pen,Null,2,E,X,3,0,Gen,0,9,0
Kelte,0,0,Hum,Ini,Null,2,E,X,2,0,Acc,0,30,0
Kelte,0,0,Hum,Ini,Null,2,E,X,2,0,Dat,0,19,0
Kelte,0,0,Hum,Ini,Null,2,E,X,2,0,Gen,0,16,0
