Stem,Strong,Dub,Sem,Accent,Class,Loan,Rhyme,Coda,Syll,Monosyll,Case,CountStr,CountWk,PropStr
Kentaur,0,0,Ani,Ult,Null,1,Vvl,L,2,0,Acc,5,18,0.2174
Kentaur,0,0,Ani,Ult,Null,1,Vvl,L,2,0,Dat,5,7,0.4167
Kentaur,0,0,Ani,Ult,Null,1,Vvl,L,2,0,Gen,1,9,0.1
Kirgise,0,0,Hum,Pen,Null,2,E,X,3,0,Acc,0,7,0
Kirgise,0,0,Hum,Pen,Null,2,E,X,3,0,Dat,0,9,0
Kirgise,0,0,Hum,Pen,Null,2,E,X,3,0,Gen,0,6,0
Kleptomane,0,0,Hum,Pen,Null,1,E,X,4,0,Acc,0,7,0
Kleptomane,0,0,Hum,Pen,Null,1,E,X,4,0,Dat,0,7,0
Kleptomane,0,0,Hum,Pen,Null,1,E,X,4,0,Gen,0,1,0
Klient,0,0,Hum,Ult,Null,1,Vnt,Nt,2,0,Acc,6,569,0.0104
Klient,0,0,Hum,Ult,Null,1,Vnt,Nt,2,0,Dat,9,576,0.0154
Klient,0,0,Hum,Ult,Null,1,Vnt,Nt,2,0,Gen,3,537,0.0056
Klingone,0,0,Hum,Pen,Null,2,E,X,3,0,Acc,0,395,0
Klingone,0,0,Hum,Pen,Null,2,E,X,3,0,Dat,1,178,0.0056
Klingone,0,0,Hum,Pen,Null,2,E,X,3,0,Gen,0,81,0
Knabe,0,0,Hum,Ini,Null,0,E,X,2,0,Acc,4,1154,0.0035
Knabe,0,0,Hum,Ini,Null,0,E,X,2,0,Dat,0,548,0
Knabe,0,0,Hum,Ini,Null,0,E,X,2,0,Gen,15,528,0.0276
Knappe,0,0,Hum,Ini,Null,0,E,X,2,0,Acc,22,5495,4
Knappe,0,0,Hum,Ini,Null,0,E,X,2,0,Dat,8,9104,0.0009
Knappe,0,0,Hum,Ini,Null,0,E,X,2,0,Gen,1,443,0.0023
Koeffizient,0,0,Ina,Ult,Ent,1,Vnt,Nt,4,0,Acc,3,118,0.0248
Koeffizient,0,0,Ina,Ult,Ent,1,Vnt,Nt,4,0,Dat,4,78,0.0488
Koeffizient,0,0,Ina,Ult,Ent,1,Vnt,Nt,4,0,Gen,0,21,0
Kollege,0,0,Hum,Pen,Null,0,E,X,3,0,Acc,39,9040,0.0043
Kollege,0,0,Hum,Pen,Null,0,E,X,3,0,Dat,86,12290,0.0069
Kollege,0,0,Hum,Pen,Null,0,E,X,3,0,Gen,116,3965,0.0284
Kolonist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Acc,2,54,0.0357
Kolonist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Dat,0,27,0
Kolonist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Gen,0,26,0
Kolumnist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Acc,0,26,0
Kolumnist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Dat,3,32,0.0857
Kolumnist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Gen,0,25,0
Komet,0,0,Ina,Ult,Et,1,Vt,T,2,0,Acc,25,640,0.0376
Komet,0,0,Ina,Ult,Et,1,Vt,T,2,0,Dat,11,431,0.0249
Komet,0,0,Ina,Ult,Et,1,Vt,T,2,0,Gen,2,560,0.0036
Kommunist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Acc,5,363,0.0136
Kommunist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Dat,3,207,0.0143
Kommunist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Gen,0,230,0
Komponist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Acc,6,851,7
Komponist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Dat,5,793,0.0063
Komponist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Gen,0,981,0
Kongolese,0,0,Hum,Pen,Null,2,E,X,4,0,Acc,0,14,0
Kongolese,0,0,Hum,Pen,Null,2,E,X,4,0,Dat,0,11,0
Kongolese,0,0,Hum,Pen,Null,2,E,X,4,0,Gen,0,13,0
Konkurrent,0,0,Hum,Ult,Ent,1,Vnt,Nt,3,0,Acc,52,4110,0.0125
Konkurrent,0,0,Hum,Ult,Ent,1,Vnt,Nt,3,0,Dat,15,1828,0.0081
Konkurrent,0,0,Hum,Ult,Ent,1,Vnt,Nt,3,0,Gen,1,915,0.0011
Konsonant,0,0,Ina,Ult,Ant,1,Vnt,Nt,3,0,Acc,15,150,0.0909
Konsonant,0,0,Ina,Ult,Ant,1,Vnt,Nt,3,0,Dat,23,197,0.1045
Konsonant,0,0,Ina,Ult,Ant,1,Vnt,Nt,3,0,Gen,0,42,0
Konsument,0,0,Hum,Ult,Ent,1,Vnt,Nt,3,0,Acc,4,145,0.0268
Konsument,0,0,Hum,Ult,Ent,1,Vnt,Nt,3,0,Dat,4,123,0.0315
Konsument,0,0,Hum,Ult,Ent,1,Vnt,Nt,3,0,Gen,0,393,0
Kontrahent,0,0,Hum,Ult,Ent,1,Vnt,Nt,3,0,Acc,1,544,0.0018
Kontrahent,0,0,Hum,Ult,Ent,1,Vnt,Nt,3,0,Dat,2,237,0.0084
Kontrahent,0,0,Hum,Ult,Ent,1,Vnt,Nt,3,0,Gen,0,106,0
Konvertit,0,0,Hum,Ult,It,1,Vt,T,3,0,Acc,1,37,0.0263
Konvertit,0,0,Hum,Ult,It,1,Vt,T,3,0,Dat,0,35,0
Konvertit,0,0,Hum,Ult,It,1,Vt,T,3,0,Gen,0,43,0
Kopist,0,0,Hum,Ult,Ist,1,Vft,Ft,2,0,Acc,0,19,0
Kopist,0,0,Hum,Ult,Ist,1,Vft,Ft,2,0,Dat,0,18,0
Kopist,0,0,Hum,Ult,Ist,1,Vft,Ft,2,0,Gen,0,29,0
Korrespondent,0,0,Hum,Ult,Ent,1,Vnt,Nt,4,0,Acc,2,112,0.0175
Korrespondent,0,0,Hum,Ult,Ent,1,Vnt,Nt,4,0,Dat,1,127,0.0078
Korrespondent,0,0,Hum,Ult,Ent,1,Vnt,Nt,4,0,Gen,0,81,0
Korse,0,0,Hum,Ini,Null,2,E,X,2,0,Acc,0,9,0
Korse,0,0,Hum,Ini,Null,2,E,X,2,0,Dat,0,4,0
Korse,0,0,Hum,Ini,Null,2,E,X,2,0,Gen,0,4,0
Kosmonaut,0,0,Hum,Ult,Aut,1,Vvt,T,3,0,Acc,2,29,0.0645
Kosmonaut,0,0,Hum,Ult,Aut,1,Vvt,T,3,0,Dat,0,9,0
Kosmonaut,0,0,Hum,Ult,Aut,1,Vvt,T,3,0,Gen,1,20,0.0476
Krake,0,0,Ani,Ini,Null,0,E,X,2,0,Acc,3,101,0.0288
Krake,0,0,Ani,Ini,Null,0,E,X,2,0,Dat,3,62,0.0462
Krake,0,0,Ani,Ini,Null,0,E,X,2,0,Gen,5,55,0.0833
Kroate,0,0,Hum,Pen,Null,2,E,X,3,0,Acc,0,87,0
Kroate,0,0,Hum,Pen,Null,2,E,X,3,0,Dat,0,70,0
Kroate,0,0,Hum,Pen,Null,2,E,X,3,0,Gen,0,25,0
Kryostat,0,0,Ina,Ult,At,1,Vt,T,2,0,Acc,1,5,0.1667
Kryostat,0,0,Ina,Ult,At,1,Vt,T,2,0,Dat,5,23,0.1786
Kryostat,0,0,Ina,Ult,At,1,Vt,T,2,0,Gen,0,7,0
Kunde,0,0,Hum,Ini,Null,0,E,X,2,0,Acc,61,11464,0.0053
Kunde,0,0,Hum,Ini,Null,0,E,X,2,0,Dat,86,9013,0.0095
Kunde,0,0,Hum,Ini,Null,0,E,X,2,0,Gen,38,5914,0.0064
Kurde,0,0,Hum,Ini,Null,2,E,X,2,0,Acc,0,93,0
Kurde,0,0,Hum,Ini,Null,2,E,X,2,0,Dat,0,75,0
Kurde,0,0,Hum,Ini,Null,2,E,X,2,0,Gen,0,73,0
Laie,0,0,Hum,Ini,Null,0,E,X,2,0,Acc,10,2968,0.0034
Laie,0,0,Hum,Ini,Null,0,E,X,2,0,Dat,9,1931,0.0046
Laie,0,0,Hum,Ini,Null,0,E,X,2,0,Gen,14,741,0.0185
Leopard,0,0,Ani,Ult,Null,0,Vld,Ld,2,0,Acc,139,397,0.2593
Leopard,0,0,Ani,Ult,Null,0,Vld,Ld,2,0,Dat,79,171,316
Leopard,0,0,Ani,Ult,Null,0,Vld,Ld,2,0,Gen,3,140,21
Lette,0,0,Hum,Ini,Null,2,E,X,2,0,Acc,0,15,0
Lette,0,0,Hum,Ini,Null,2,E,X,2,0,Dat,1,11,0.0833
Lette,0,0,Hum,Ini,Null,2,E,X,2,0,Gen,0,3,0
Libanese,0,0,Hum,Pen,Null,2,E,X,4,0,Acc,0,66,0
Libanese,0,0,Hum,Pen,Null,2,E,X,4,0,Dat,0,60,0
Libanese,0,0,Hum,Pen,Null,2,E,X,4,0,Gen,0,21,0
Ligist,0,0,Hum,Ult,Ist,1,Vft,Ft,2,0,Acc,5,79,0.0595
Ligist,0,0,Hum,Ult,Ist,1,Vft,Ft,2,0,Dat,1,48,0.0204
Ligist,0,0,Hum,Ult,Ist,1,Vft,Ft,2,0,Gen,0,9,0
Linguist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Acc,0,33,0
Linguist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Dat,0,40,0
Linguist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Gen,0,41,0
Literat,0,0,Hum,Ult,At,1,Vt,T,3,0,Acc,1,94,0.0105
Literat,0,0,Hum,Ult,At,1,Vt,T,3,0,Dat,0,76,0
Literat,0,0,Hum,Ult,At,1,Vt,T,3,0,Gen,0,113,0
Lithograph,0,0,Hum,Ult,Graf,1,Vf,F,3,0,Acc,0,2,0
Lithograph,0,0,Hum,Ult,Graf,1,Vf,F,3,0,Dat,0,10,0
Lithograph,0,0,Hum,Ult,Graf,1,Vf,F,3,0,Gen,0,9,0
Liturg,0,0,Hum,Ult,Urg,1,Vld,Ld,2,0,Acc,1,1,0.5
Liturg,0,0,Hum,Ult,Urg,1,Vld,Ld,2,0,Dat,0,3,0
Liturg,0,0,Hum,Ult,Urg,1,Vld,Ld,2,0,Gen,0,2,0
Lobbyist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Acc,4,95,0.0404
Lobbyist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Dat,1,75,0.0132
Lobbyist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Gen,0,45,0
Lombarde,0,0,Hum,Pen,Null,2,E,X,3,0,Acc,0,2,0
Lombarde,0,0,Hum,Pen,Null,2,E,X,3,0,Dat,0,1,0
Lombarde,0,0,Hum,Pen,Null,2,E,X,3,0,Gen,1,1,0.5
Lotse,0,0,Hum,Ini,Null,0,E,X,2,0,Acc,0,218,0
Lotse,0,0,Hum,Ini,Null,0,E,X,2,0,Dat,0,88,0
Lotse,0,0,Hum,Ini,Null,0,E,X,2,0,Gen,0,93,0
Löwe,0,0,Ani,Ini,Null,0,E,X,2,0,Acc,34,2176,0.0154
Löwe,0,0,Ani,Ini,Null,0,E,X,2,0,Dat,22,1417,0.0153
Löwe,0,0,Ani,Ini,Null,0,E,X,2,0,Gen,25,1149,0.0213
Lymphozyt,0,0,Ina,Ult,Yt,1,Vt,T,3,0,Acc,0,1,0
Lymphozyt,0,0,Ina,Ult,Yt,1,Vt,T,3,0,Dat,3,3,0.5
Lymphozyt,0,0,Ina,Ult,Yt,1,Vt,T,3,0,Gen,0,3,0
Magnet,0,0,Ina,Ult,Et,0,Vt,T,2,0,Acc,213,1347,0.1365
Magnet,0,0,Ina,Ult,Et,0,Vt,T,2,0,Dat,305,1356,0.1836
Magnet,0,0,Ina,Ult,Et,0,Vt,T,2,0,Gen,34,506,63
Marxist,0,0,Hum,Ult,Ist,1,Vft,Ft,2,0,Acc,0,70,0
Marxist,0,0,Hum,Ult,Ist,1,Vft,Ft,2,0,Dat,0,62,0
Marxist,0,0,Hum,Ult,Ist,1,Vft,Ft,2,0,Gen,0,54,0
Maschinist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Acc,4,63,0.0597
Maschinist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Dat,4,57,0.0656
Maschinist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Gen,0,21,0
Materialist,0,0,Hum,Ult,Ist,1,Vft,Ft,4,0,Acc,0,49,0
Materialist,0,0,Hum,Ult,Ist,1,Vft,Ft,4,0,Dat,1,19,0.05
Materialist,0,0,Hum,Ult,Ist,1,Vft,Ft,4,0,Gen,0,16,0
Matrose,0,0,Hum,Pen,Null,0,E,X,3,0,Acc,2,254,0.0078
Matrose,0,0,Hum,Pen,Null,0,E,X,3,0,Dat,0,202,0
Matrose,0,0,Hum,Pen,Null,0,E,X,3,0,Gen,1,190,0.0052
Mensch,0,0,Hum,Ini,Null,0,Vnf,Nf,1,1,Acc,1192,85347,0.0138
Mensch,0,0,Hum,Ini,Null,0,Vnf,Nf,1,1,Dat,917,56111,0.0161
Mensch,0,0,Hum,Ini,Null,0,Vnf,Nf,1,1,Gen,1585,76058,0.0204
Meteorit,0,0,Ina,Ult,It,1,Vt,T,4,0,Acc,19,295,0.0605
Meteorit,0,0,Ina,Ult,It,1,Vt,T,4,0,Dat,20,340,0.0556
Meteorit,0,0,Ina,Ult,It,1,Vt,T,4,0,Gen,4,348,0.0114
Mime,0,0,Hum,Ini,Null,0,E,X,2,0,Acc,6,25,0.1935
Mime,0,0,Hum,Ini,Null,0,E,X,2,0,Dat,1,11,0.0833
Mime,0,0,Hum,Ini,Null,0,E,X,2,0,Gen,0,11,0
Ministrant,0,0,Hum,Ult,Ant,1,Vnt,Nt,3,0,Acc,3,44,0.0638
Ministrant,0,0,Hum,Ult,Ant,1,Vnt,Nt,3,0,Dat,0,39,0
Ministrant,0,0,Hum,Ult,Ant,1,Vnt,Nt,3,0,Gen,0,26,0
Minotaur,0,0,Ani,Ult,Null,1,Vvl,L,3,0,Acc,7,19,0.2692
Minotaur,0,0,Ani,Ult,Null,1,Vvl,L,3,0,Dat,6,9,0.4
Minotaur,0,0,Ani,Ult,Null,1,Vvl,L,3,0,Gen,2,14,125
Misanthrop,0,0,Hum,Ult,Op,1,Vt,T,3,0,Acc,5,30,0.1429
Misanthrop,0,0,Hum,Ult,Op,1,Vt,T,3,0,Dat,2,18,0.1
Misanthrop,0,0,Hum,Ult,Op,1,Vt,T,3,0,Gen,0,32,0
Mohr,0,0,Hum,Ini,Null,0,Vl,L,1,1,Acc,22,54,0.2895
Mohr,0,0,Hum,Ini,Null,0,Vl,L,1,1,Dat,3,17,0.15
Mohr,0,0,Hum,Ini,Null,0,Vl,L,1,1,Gen,0,27,0
Monarch,0,0,Hum,Ult,Null,1,Vlf,Lf,2,0,Acc,13,210,0.0583
Monarch,0,0,Hum,Ult,Null,1,Vlf,Lf,2,0,Dat,18,177,0.0923
Monarch,0,0,Hum,Ult,Null,1,Vlf,Lf,2,0,Gen,4,265,0.0149
Monolith,0,0,Ina,Ult,Lith,1,Vt,T,3,0,Acc,30,169,0.1508
Monolith,0,0,Ina,Ult,Lith,1,Vt,T,3,0,Dat,35,96,0.2672
Monolith,0,0,Ina,Ult,Lith,1,Vt,T,3,0,Gen,5,44,102
Monopolist,0,0,Hum,Ult,Ist,1,Vft,Ft,4,0,Acc,0,120,0
Monopolist,0,0,Hum,Ult,Ist,1,Vft,Ft,4,0,Dat,4,110,0.0351
Monopolist,0,0,Hum,Ult,Ist,1,Vft,Ft,4,0,Gen,0,110,0
Moralist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Acc,0,41,0
Moralist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Dat,1,24,0.04
Moralist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Gen,0,112,0
Mutant,0,0,Hum,Ult,Ant,1,Vnt,Nt,2,0,Acc,13,196,0.0622
Mutant,0,0,Hum,Ult,Ant,1,Vnt,Nt,2,0,Dat,3,100,0.0291
Mutant,0,0,Hum,Ult,Ant,1,Vnt,Nt,2,0,Gen,2,50,0.0385
Name,0,0,Ina,Ini,Null,0,E,X,2,0,Acc,335,91874,0.0036
Name,0,0,Ina,Ini,Null,0,E,X,2,0,Dat,95,12320,0.0077
Name,0,0,Ina,Ini,Null,0,E,X,2,0,Gen,2624,100,0.9633
Narr,0,0,Hum,Ini,Null,0,Vl,L,1,1,Acc,41,1785,0.0225
Narr,0,0,Hum,Ini,Null,0,Vl,L,1,1,Dat,16,201,0.0737
Narr,0,0,Hum,Ini,Null,0,Vl,L,1,1,Gen,7,185,0.0365
Nationalist,0,0,Hum,Ult,Ist,1,Vft,Ft,4,0,Acc,1,65,0.0152
Nationalist,0,0,Hum,Ult,Ist,1,Vft,Ft,4,0,Dat,0,66,0
Nationalist,0,0,Hum,Ult,Ist,1,Vft,Ft,4,0,Gen,0,46,0
Neffe,0,0,Hum,Ini,Null,0,E,X,2,0,Acc,2,431,0.0046
Neffe,0,0,Hum,Ini,Null,0,E,X,2,0,Dat,3,253,0.0117
Neffe,0,0,Hum,Ini,Null,0,E,X,2,0,Gen,5,101,0.0472
Nekromant,0,0,Ani,Ult,Ant,1,Vnt,Nt,3,0,Acc,7,191,0.0354
Nekromant,0,0,Ani,Ult,Ant,1,Vnt,Nt,3,0,Dat,6,94,0.06
Nekromant,0,0,Ani,Ult,Ant,1,Vnt,Nt,3,0,Gen,0,52,0
Neophyt,0,0,Ina,Ult,Yt,1,Vt,T,2,0,Acc,4,15,0.2105
Neophyt,0,0,Ina,Ult,Yt,1,Vt,T,2,0,Dat,2,8,0.2
Neophyt,0,0,Ina,Ult,Yt,1,Vt,T,2,0,Gen,0,4,0
Neurologe,0,0,Hum,Pen,Oge,1,E,X,4,0,Acc,4,625,0.0064
Neurologe,0,0,Hum,Pen,Oge,1,E,X,4,0,Dat,4,956,0.0042
Neurologe,0,0,Hum,Pen,Oge,1,E,X,4,0,Gen,0,136,0
Nomade,0,0,Hum,Pen,Null,0,E,X,3,0,Acc,1,63,0.0156
Nomade,0,0,Hum,Pen,Null,0,E,X,3,0,Dat,0,38,0
Nomade,0,0,Hum,Pen,Null,0,E,X,3,0,Gen,1,54,0.0182
Obelisk,0,0,Ina,Ult,Null,1,Vft,Ft,3,0,Acc,59,239,198
Obelisk,0,0,Ina,Ult,Null,1,Vft,Ft,3,0,Dat,58,173,0.2511
Obelisk,0,0,Ina,Ult,Null,1,Vft,Ft,3,0,Gen,3,108,27
Obrist,0,0,Hum,Ult,Ist,1,Vft,Ft,2,0,Acc,0,9,0
Obrist,0,0,Hum,Ult,Ist,1,Vft,Ft,2,0,Dat,3,10,0.2308
Obrist,0,0,Hum,Ult,Ist,1,Vft,Ft,2,0,Gen,0,20,0
Ochse,0,0,Ani,Ini,Null,0,E,X,2,0,Acc,2,756,0.0026
Ochse,0,0,Ani,Ini,Null,0,E,X,2,0,Dat,0,362,0
Ochse,0,0,Ani,Ini,Null,0,E,X,2,0,Gen,14,224,0.0588
Ökonom,0,0,Hum,Ult,Om,1,Vn,N,3,0,Acc,15,115,0.1154
Ökonom,0,0,Hum,Ult,Om,1,Vn,N,3,0,Dat,11,74,0.1294
Ökonom,0,0,Hum,Ult,Om,1,Vn,N,3,0,Gen,3,69,0.0417
Oligarch,0,0,Hum,Ult,Null,1,Vlf,Lf,3,0,Acc,0,28,0
Oligarch,0,0,Hum,Ult,Null,1,Vlf,Lf,3,0,Dat,1,26,37
Oligarch,0,0,Hum,Ult,Null,1,Vlf,Lf,3,0,Gen,0,14,0
Opponent,0,0,Hum,Ult,Ent,1,Vnt,Nt,3,0,Acc,4,27,129
Opponent,0,0,Hum,Ult,Ent,1,Vnt,Nt,3,0,Dat,2,11,0.1538
Opponent,0,0,Hum,Ult,Ent,1,Vnt,Nt,3,0,Gen,0,30,0
Opportunist,0,0,Hum,Ult,Ist,1,Vft,Ft,4,0,Acc,0,61,0
Opportunist,0,0,Hum,Ult,Ist,1,Vft,Ft,4,0,Dat,0,22,0
Opportunist,0,0,Hum,Ult,Ist,1,Vft,Ft,4,0,Gen,0,53,0
Optimist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Acc,6,91,0.0619
Optimist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Dat,2,64,0.0303
Optimist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Gen,0,228,0
Organist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Acc,2,179,11
Organist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Dat,1,98,0.0101
Organist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Gen,0,110,0
Orientale,0,0,Hum,Pen,Null,2,E,X,5,0,Acc,1,70,0.0141
Orientale,0,0,Hum,Pen,Null,2,E,X,5,0,Dat,0,38,0
Orientale,0,0,Hum,Pen,Null,2,E,X,5,0,Gen,0,22,0
Ostheopath,0,0,Hum,Ult,Null,1,Vt,T,4,0,Acc,2,29,0.0645
Ostheopath,0,0,Hum,Ult,Null,1,Vt,T,4,0,Dat,0,20,0
Pädagoge,0,0,Hum,Pen,Oge,1,E,X,4,0,Acc,0,231,0
Pädagoge,0,0,Hum,Pen,Oge,1,E,X,4,0,Dat,0,197,0
Pädagoge,0,0,Hum,Pen,Oge,1,E,X,4,0,Gen,0,201,0
Päderast,0,0,Hum,Ult,Ast,1,Vft,Ft,3,0,Acc,0,19,0
Päderast,0,0,Hum,Ult,Ast,1,Vft,Ft,3,0,Dat,0,12,0
Päderast,0,0,Hum,Ult,Ast,1,Vft,Ft,3,0,Gen,0,12,0
Page,0,0,Hum,Ini,Null,1,E,X,2,0,Acc,108,89,0.5482
Page,0,0,Hum,Ini,Null,1,E,X,2,0,Dat,38,91,0.2946
Page,0,0,Hum,Ini,Null,1,E,X,2,0,Gen,0,24,0
Paragraf,0,0,Ina,Ult,Graf,1,Vf,F,3,0,Acc,3,204,0.0145
Paragraf,0,0,Ina,Ult,Graf,1,Vf,F,3,0,Dat,3,68,0.0423
Paragraf,0,0,Ina,Ult,Graf,1,Vf,F,3,0,Gen,0,43,0
Parasit,0,0,Ani,Ult,It,1,Vt,T,3,0,Acc,16,351,0.0436
Parasit,0,0,Ani,Ult,It,1,Vt,T,3,0,Dat,15,201,0.0694
Parasit,0,0,Ani,Ult,It,1,Vt,T,3,0,Gen,1,95,0.0104
Partisan,0,0,Hum,Ult,Null,1,Vn,N,3,0,Acc,8,60,0.1176
Partisan,0,0,Hum,Ult,Null,1,Vn,N,3,0,Dat,4,38,0.0952
Partisan,0,0,Hum,Ult,Null,1,Vn,N,3,0,Gen,4,66,0.0571
Pate,0,0,Hum,Ini,Null,0,E,X,2,0,Acc,2,877,0.0023
Pate,0,0,Hum,Ini,Null,0,E,X,2,0,Dat,2,192,0.0103
Pate,0,0,Hum,Ini,Null,0,E,X,2,0,Gen,1,101,0.0098
Pathologe,0,0,Hum,Pen,Oge,1,E,X,4,0,Acc,0,125,0
Pathologe,0,0,Hum,Pen,Oge,1,E,X,4,0,Dat,0,199,0
Pathologe,0,0,Hum,Pen,Oge,1,E,X,4,0,Gen,0,84,0
Patient,0,0,Hum,Ult,Ent,1,Vnt,Nt,2,0,Acc,77,5434,14
Patient,0,0,Hum,Ult,Ent,1,Vnt,Nt,2,0,Dat,108,6043,0.0176
Patient,0,0,Hum,Ult,Ent,1,Vnt,Nt,2,0,Gen,0,6570,0
Patriot,0,0,Hum,Ult,Ot,1,Vt,T,3,0,Acc,20,103,0.1626
Patriot,0,0,Hum,Ult,Ot,1,Vt,T,3,0,Dat,14,71,0.1647
Patriot,0,0,Hum,Ult,Ot,1,Vt,T,3,0,Gen,0,89,0
Pazifist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Acc,1,77,0.0128
Pazifist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Dat,3,57,0.05
Pazifist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Gen,0,31,0
Perfektionist,0,0,Hum,Ult,Ist,1,Vft,Ft,4,0,Acc,0,73,0
Perfektionist,0,0,Hum,Ult,Ist,1,Vft,Ft,4,0,Dat,2,44,0.0435
Perfektionist,0,0,Hum,Ult,Ist,1,Vft,Ft,4,0,Gen,0,31,0
Pessimist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Acc,6,92,0.0612
Pessimist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Dat,4,82,0.0465
Pessimist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Gen,0,27,0
Pfaffe,0,0,Hum,Ini,Null,0,E,X,2,0,Acc,0,71,0
Pfaffe,0,0,Hum,Ini,Null,0,E,X,2,0,Dat,0,45,0
Pfaffe,0,0,Hum,Ini,Null,0,E,X,2,0,Gen,1,29,0.0333
Phantast,0,0,Hum,Ult,Ast,1,Vft,Ft,2,0,Acc,2,44,0.0435
Phantast,0,0,Hum,Ult,Ast,1,Vft,Ft,2,0,Dat,0,10,0
Phantast,0,0,Hum,Ult,Ast,1,Vft,Ft,2,0,Gen,0,45,0
Pharmazeut,0,0,Hum,Ult,Aut,1,Vvt,T,3,0,Acc,0,17,0
Pharmazeut,0,0,Hum,Ult,Aut,1,Vvt,T,3,0,Dat,0,17,0
Pharmazeut,0,0,Hum,Ult,Aut,1,Vvt,T,3,0,Gen,0,15,0
Philanthrop,0,0,Hum,Ult,Op,1,Vt,T,3,0,Acc,1,7,125
Philanthrop,0,0,Hum,Ult,Op,1,Vt,T,3,0,Dat,0,9,0
Philanthrop,0,0,Hum,Ult,Op,1,Vt,T,3,0,Gen,0,11,0
Philologe,0,0,Hum,Pen,Oge,1,E,X,4,0,Acc,0,25,0
Philologe,0,0,Hum,Pen,Oge,1,E,X,4,0,Dat,0,28,0
Philologe,0,0,Hum,Pen,Oge,1,E,X,4,0,Gen,0,63,0
Philosoph,0,0,Hum,Ult,Null,1,Vf,F,3,0,Acc,13,844,0.0152
Philosoph,0,0,Hum,Ult,Null,1,Vf,F,3,0,Dat,11,703,0.0154
Philosoph,0,0,Hum,Ult,Null,1,Vf,F,3,0,Gen,2,757,0.0026
Pianist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Acc,9,459,0.0192
Pianist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Dat,10,433,0.0226
Pianist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Gen,0,213,0
Pilot,0,0,Hum,Ult,Ot,1,Vt,T,2,0,Acc,119,1799,62
Pilot,0,0,Hum,Ult,Ot,1,Vt,T,2,0,Dat,76,1336,0.0538
Pilot,0,0,Hum,Ult,Ot,1,Vt,T,2,0,Gen,7,889,0.0078
Planet,0,0,Ina,Ult,Et,1,Vt,T,2,0,Acc,169,7076,0.0233
Planet,0,0,Ina,Ult,Et,1,Vt,T,2,0,Dat,151,9180,0.0162
Planet,0,0,Ina,Ult,Et,1,Vt,T,2,0,Gen,26,3081,0.0084
Planetoid,0,0,Ina,Ult,Oid,1,Vvd,D,4,0,Acc,1,48,0.0204
Planetoid,0,0,Ina,Ult,Oid,1,Vvd,D,4,0,Dat,1,79,0.0125
Planetoid,0,0,Ina,Ult,Oid,1,Vvd,D,4,0,Gen,0,37,0
Poet,0,0,Hum,Ult,Et,1,Vt,T,2,0,Acc,6,144,0.04
Poet,0,0,Hum,Ult,Et,1,Vt,T,2,0,Dat,3,111,0.0263
Poet,0,0,Hum,Ult,Et,1,Vt,T,2,0,Gen,1,163,0.0061
Pole,0,0,Hum,Ini,Null,2,E,X,2,0,Acc,15,382,0.0378
Pole,0,0,Hum,Ini,Null,2,E,X,2,0,Dat,14,364,37
